Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Vedmak Triglavian Victory SKIN,1,1,10.000.000.000,L
Guardian Emergency Response Squad SKIN,1,1,9.998.999.552,L
Inquest 'Eros' Stasis Webifier MR-807,1,1,9.998.999.552,L
Charon Malagrin Marshlight SKIN,1,1,9.998.000.128,L
Oneiros Emergency Response Squad SKIN,1,1,9.996.999.680,L
Hel Interstellar Convergence SKIN,1,1,9.996.999.680,L
Estamel's Modified Large Graviton Smartbomb,1,1,9.973.593.920,L
Gara's Modified 10MN Afterburner,2,2,9.965.885.216,L
Syndicate Gas Cloud Scoop,67,138,9.960.787.729,L
Clone Soldier Negotiator Tag,114,389,9.938.783.664,L
Shadow Serpentis Damage Control,44,46,9.903.830.373,L
Agency 'Pyrolancea' DB7 Dose III,198,418,9.894.889.669,L
Neurolink Protection Cell Blueprint,6,7,9.843.750.000,L
Republic Fleet Medium Shield Extender,473,1.035,9.832.136.361,L
Armageddon Blueprint,6,6,9.796.163.029,L
Drake Navy Issue,59,72,9.778.807.701,L
Mid-grade Asklepian Omega,21,22,9.713.126.264,L
Vargur Republic Police SKIN,14,14,9.705.810.068,L
Sleipnir,33,38,9.703.861.236,L
Gist A-Type X-Large Shield Booster,11,11,9.671.563.758,L
Draugur,39,46,9.666.163.758,L
Capital Doomsday Weapon Mount Blueprint,4,5,9.660.990.528,L
Hurricane Fleet Issue,54,72,9.618.866.628,L
Republic Fleet Warp Disruptor,68,100,9.606.092.057,L
Exploration Detector 3 Blueprint,5,5,9.600.000.000,L
Drone Graviton Emitter,6,24,9.591.053.740,L
Social Adaptation Chip - Improved,112,141,9.586.502.355,L
Raitaru,18,19,9.511.892.766,L
Caldari Navy Multispectrum Shield Hardener,17,19,9.474.057.951,L
Enforcer,17,17,9.466.337.066,L
Metamorphosis,135,166,9.424.553.601,L
High-grade Hydra Epsilon,10,10,9.421.804.460,L
Cyclone Fleet Issue,56,76,9.421.062.702,L
Estamel's Modified Cloaking Device,1,1,9.419.500.032,L
Ferox Navy Issue,112,144,9.383.111.454,L
Pithum B-Type Medium Shield Booster,43,48,9.347.924.694,L
Bustard,58,63,9.338.787.422,L
Armageddon,36,41,9.335.643.035,L
ORE Miner,27,40,9.312.898.153,L
Unit P-343554's Modified Damage Control,1,1,9.302.633.131,L
Drake,101,138,9.290.583.176,L
Moros Blueprint,5,5,9.278.944.483,L
Core X-Type 500MN Microwarpdrive,25,27,9.277.545.508,L
Ferrogel,177,970.307,9.269.972.866,L
Large Consortium Vorton Projector,4,5,9.267.850.832,L
Standup M-Set Moon Drilling Efficiency II,3,3,9.228.444.273,L
Estamel's Modified X-Large Shield Booster,2,2,9.214.999.552,L
Squall Celestial Coalescence SKIN,78,128,9.204.127.579,L
Triple Neutron Blaster Cannon II,12,23,9.197.123.559,L
XL Torpedo Launcher II,16,30,9.189.351.056,L
Claymore,23,25,9.180.286.184,L
Setele's Modified Magnetic Field Stabilizer,1,1,9.099.000.320,L
Redeemer Imperial Jubilee SKIN,1,1,9.098.000.384,L
High-grade Nirvana Beta,24,25,9.073.764.956,L
Mechanical Parts,275,1.431.930,9.072.287.885,L
Cryoprotectant Solution,177,151.121,9.045.665.216,L
Zainou 'Gnome' Shield Operation SP-906,9,10,9.033.262.345,L
Carbon-86 Epoxy Resin,40,189.972,9.007.250.615,L
Jackdaw,155,206,9.006.339.960,L
Black Market 'Valdimar' Drone Sharpshooting DS-803,1,1,8.995.000.320,L
Cormack's Modified Sensor Booster,1,1,8.957.250.048,L
Hakim's Modified Gyrostabilizer,1,1,8.937.343.840,L
Eifyr and Co. 'Gunslinger' Surgical Strike SS-906,13,13,8.908.031.143,L
Federation Navy Fleet Colonel Insignia I,122,3.210,8.900.306.977,L
Elite Infomorph Psychology,16,17,8.894.281.676,L
Quafe Zero Classic,99,266,8.875.921.743,L
Vargur Chainbreaker Khumaak SKIN,1,1,8.865.000.192,L
Guardian,54,69,8.855.978.670,L
Brutix Navy Issue,66,84,8.849.360.187,L
Capital Siege Array Blueprint,6,6,8.848.634.026,L
Women's Kaalakiota Crew Jacket,2,2,8.839.500.032,L
Deimos,52,57,8.817.272.435,L
Eifyr and Co. 'Gunslinger' Surgical Strike SS-905,56,78,8.811.910.246,L
Worm,100,117,8.781.969.769,L
Crane,63,64,8.779.105.444,L
Contaminated Nanite Compound,1.726,242.664,8.777.141.817,L
Osprey Navy Issue,117,167,8.765.096.808,L
Tuvan's Modified Large Plasma Smartbomb,3,3,8.755.673.405,L
Thulium,78,657.840,8.743.017.380,L
Lachesis,41,49,8.735.042.945,L
Procurer,130,166,8.710.539.378,L
Succubus,61,92,8.693.911.337,L
Dominix Navy Issue,14,14,8.687.570.017,L
Multiple Pilot Training Certificate,6,6,8.679.000.192,L
Mercury,84,2.122.095,8.676.591.946,L
Onyx,25,28,8.675.639.249,L
Standup L-Set ME Research Optimization I,2,2,8.675.437.456,L
Synthetic Synapses,180,189.057,8.671.590.811,L
Loki Republic Police SKIN,3,4,8.654.667.748,L
Transcranial Microcontrollers,151,165.509,8.638.105.300,L
Sacrilege,37,44,8.632.061.218,L
Abaddon,35,38,8.627.481.999,L
Ashimmu,25,49,8.614.218.177,L
Phantasm,32,34,8.609.379.551,L
Asine's Modified Assault Damage Control,1,1,8.608.000.000,L
Stratios One Eden SKIN,2,2,8.599.999.744,L
Cynabal,38,42,8.577.590.622,L
Vigilant,27,29,8.572.019.844,L
Compressed Blue Ice,72,47.218,8.570.512.948,L
Corpus X-Type Explosive Armor Hardener,40,46,8.558.008.422,L
Small Core Defense Field Extender II,453,1.221,8.540.880.925,L
Absolution,16,18,8.537.484.956,L
Corpum B-Type Multispectrum Energized Membrane,23,25,8.528.177.665,L
Capital Drone Bay Blueprint,5,10,8.523.344.461,L
Chaotic Exotic Filament,197,723,8.519.419.125,L
Megathron Blueprint,7,7,8.513.969.179,L
Vanadium,119,4.788.186,8.511.067.805,L
Gotan's Modified Large Proton Smartbomb,1,1,8.494.000.128,L
Drone Cerebral Fragment,286,41.346,8.482.363.458,L
Imperial Navy General Insignia I,126,3.931,8.473.013.335,L
Corelum C-Type 50MN Microwarpdrive,47,52,8.464.877.067,L
Eos,23,26,8.447.538.821,L
S-133 Entangled GQD,1,673,8.444.856.000,L
Capital Launcher Hardpoint Blueprint,5,6,8.431.788.160,L
Sabre,133,243,8.428.830.880,L
Unit P-343554's Modified Drone Damage Amplifier,1,1,8.394.999.808,L
Medium Core Defense Field Purger II,135,333,8.393.641.160,L
Naglfar Fleet Issue,2,2,8.390.000.128,L
Mid-grade Nirvana Epsilon,32,35,8.388.950.316,L
Tuvan's Modified Damage Control,1,1,8.363.999.846,L
Unit F-435454's Modified Drone Damage Amplifier,1,1,8.350.888.844,L
Heavy Water,555,95.741.202,8.349.398.800,L
Gotan's Modified 100MN Afterburner,2,2,8.339.250.048,L
Triglavian Encrypted Conduit Data,26,6.448,8.336.750.891,L
Pashan's Turret Customization Mindlink,1,1,8.330.200.166,L
'Magpie' Mobile Tractor Unit,44,49,8.288.574.872,L
CONCORD Capital Remote Armor Repairer,13,21,8.265.662.484,L
Huginn,43,55,8.254.156.879,L
Capital Sensor Cluster Blueprint,6,7,8.245.303.450,L
Unstable Large Cap Battery Mutaplasmid,24,29,8.239.844.923,L
Glorified Unstable Stasis Webifier Mutaplasmid,5,5,8.228.273.565,L
Fenrir Blueprint,4,5,8.226.888.895,L
Capital Cargo Bay Blueprint,9,10,8.207.818.448,L
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706,10,12,8.199.838.178,L
Hakim's Modified Ballistic Control System,1,1,8.199.000.064,L
Strategos' Modified Heat Sink,2,2,8.193.765.319,L
High-grade Mimesis Omega,7,7,8.187.304.390,L
Capital Transverse Bulkhead II,16,28,8.169.406.395,L
Standup M-Set Moon Drilling Stability II,3,3,8.167.666.517,L
Zainou 'Deadeye' Rapid Launch RL-1005,59,75,8.157.484.776,L
C3-X 'Hivaa Saitsuo' Ballistic Control System,17,18,8.150.865.391,L
Agency 'Pyrolancea' DB3 Dose I,700,2.368,8.125.176.903,L
Hecate,95,133,8.123.705.893,L
Veles Entropic Radiation Sink,9,10,8.111.766.839,L
Damnation,22,24,8.108.953.189,L
High-grade Hydra Delta,10,11,8.085.942.982,L
Black Market 'Valdimar' Drone Durability DD-1005,1,1,8.052.735.016,L
Devoter,23,27,8.044.283.091,L
'Excavator' Ice Harvesting Drone,16,32,8.013.927.998,L
High-grade Snake Epsilon,10,10,8.005.564.271,L
Raitaru Blueprint,2,2,8.000.000.000,L
Glorified Unstable 50000MN Microwarpdrive Mutaplasmid,1,1,8.000.000.000,L
Women's 'SteelKnight TorsoRig' Body Augmentation,1,1,8.000.000.000,L
Ninazu,1,1,7.999.000.064,L
Stormbringer EDENCOM Victory SKIN,1,1,7.998.000.128,L
Standup L-Set TE Research Optimization I,2,2,7.992.666.539,L
Hyperion,29,30,7.970.793.061,L
Avatar Imperial Jubilee SKIN,1,1,7.968.999.936,L
Mid-grade Amulet Epsilon,59,84,7.968.879.817,L
Vargur Zakura Shumyu SKIN,1,1,7.955.999.744,L
Unit W-634's Modified Omnidirectional Tracking Link,1,2,7.930.468.800,L
Ametat II,21,223,7.910.068.132,L
Vizan's Modified Cap Recharger,1,1,7.908.347.174,L
Triglavian Transconduit Datacaster,97,112.311,7.904.083.209,L
High-grade Nirvana Alpha,24,26,7.865.393.194,L
Glorified Unstable 50MN Microwarpdrive Mutaplasmid,2,2,7.851.704.822,L
Centus X-Type Thermal Armor Hardener,23,25,7.847.716.680,L
Raven Blueprint,7,7,7.847.263.952,L
S-107 Entangled GQD,2,1.083,7.839.600.000,L
Unit F-435454's Modified Damage Control,1,1,7.819.500.032,L
Clone Soldier Transporter Tag,117,393,7.781.624.686,L
Exequror Navy Issue Intaki Syndicate SKIN,1,1,7.779.999.744,L
Revelation Imperial Jubilee SKIN,1,1,7.758.000.128,L
Compressed Concentrated Veldspar,277,872.206.969,7.740.989.738,L
Men's 'Hephaestus' Pants (desert),1,1,7.740.000.256,L
Breacher Pod Clone Longevity,41,46,7.721.301.816,L
Nighthawk,34,42,7.716.127.742,L
Domination Gyrostabilizer,54,98,7.715.893.406,L
Mid-grade Crystal Epsilon,66,84,7.710.187.427,L
Glorified Unstable 100MN Afterburner Mutaplasmid,2,2,7.685.665.050,L
Astero Tyrantbreaker SKIN,9,11,7.678.888.938,L
Standup M-Set Ice Grading Processor II,3,3,7.658.333.481,L
Nanoscale Filter Plate,52,60,7.657.256.785,L
Advanced Capital Ship Construction,14,15,7.657.152.778,L
Standup L-Set Invention Optimization I,2,2,7.646.999.936,L
Centum A-Type Medium Armor Repairer,24,26,7.576.251.206,L
Disruptive Lance Operation,15,16,7.571.500.294,L
C3-FTM Acid,37,108.748,7.561.723.140,L
Stormbringer,44,72,7.560.906.774,L
Mid-grade Harvest Epsilon,8,9,7.545.514.705,L
Catalyst Federal Police SKIN,70,117,7.509.762.339,L
High-grade Asklepian Delta,16,16,7.509.161.740,L
Draclira's Modified Multispectrum Coating,1,2,7.500.499.968,L
Genetic Safeguard Filter Blueprint,2,3,7.500.000.000,L
Standup L-Set Basic Large Ship Manufacturing Efficiency I,1,1,7.497.666.560,L
Standup L-Set Advanced Small Ship Manufacturing Efficiency I,1,1,7.496.999.936,L
Flycatcher,123,219,7.495.911.576,L
Inherent Implants 'Squire' Capacitor Management EM-805,77,104,7.487.052.439,L
Standup L-Set Structure Manufacturing Efficiency I,1,1,7.473.333.248,L
Sabre Republic Police SKIN,46,49,7.442.984.231,L
Raysere's Modified Heat Sink,2,2,7.408.000.000,L
Observatory Resonance Key,85,270,7.407.434.126,L
Mastodon,37,38,7.404.257.207,L
Enriched Uranium,131,650.456,7.377.478.749,L
Ocular Filter - Standard,300,467,7.337.829.148,L
B-53 Entangled GQD,6,611,7.333.116.550,L
Large Core Defense Field Purger II,27,50,7.325.256.558,L
Black Market 'Valdimar' Drone Navigation DN-705,1,1,7.304.000.000,L
Gotan's Modified Ballistic Control System,1,1,7.288.999.936,L
Selynne's Modified Heat Sink,1,1,7.283.171.840,L
Titanium Carbide,199,103.941.438,7.277.277.524,L
Drifter Plugsuit Reward Crate,3,3,7.276.793.372,L
Retribution,182,345,7.262.778.189,L
Avalanche Sponsored Security SKIN,2,2,7.258.729.600,L
Siege Module II,74,92,7.254.659.107,L
Mid-grade Nomad Epsilon,9,10,7.240.226.096,L
Federation Navy Drone Damage Amplifier,45,63,7.239.753.381,L
Pith X-Type EM Shield Hardener,74,90,7.229.986.847,L
Dread Guristas Drone Damage Amplifier,139,320,7.224.033.956,L
Workforce Mecha-Tooling 3 Blueprint,5,5,7.200.000.000,L
Gravitational Transportation Field Oscillator,4,4,7.180.500.032,L
Capital Computer System Blueprint,6,15,7.175.270.608,L
Glorified Radical Drone Damage Amplifier Mutaplasmid,4,4,7.170.437.891,L
Eifyr and Co. 'Rogue' Warp Drive Speed WS-618,9,9,7.162.709.872,L
Gist X-Type Shield Boost Amplifier,38,42,7.153.349.281,L
Cyclops II,20,171,7.152.177.063,L
Mid-grade Asklepian Epsilon,28,31,7.143.351.133,L
F-24 Entangled GQD,5,483,7.137.859.400,L
Vexor Navy Issue,148,193,7.136.092.051,L
'Aoede' Mining Laser Upgrade,6,6,7.129.302.749,L
Standup L-Set Advanced Large Ship Manufacturing Efficiency I,1,1,7.126.000.128,L
Nemesis Malagrin Marshlight SKIN,1,1,7.106.999.808,L
Mid-grade Harvest Gamma,13,16,7.103.594.385,L
Glorified Unstable X-Large Shield Booster Mutaplasmid,2,2,7.098.442.419,L
Astarte,16,16,7.087.116.755,L
Tenebrex Cyno Jammer,7,12,7.078.757.617,L
Sentient Drone Damage Amplifier,51,70,7.074.590.937,L
Organic Mortar Applicators,218,13.282,7.069.631.275,L
Large Industrial Core II,47,51,7.068.482.858,L
Coercer Navy Issue Imperial Police SKIN,13,26,7.062.245.693,L
Ligature Integrated Analyzer,33,34,7.048.650.401,L
Compressed Veldspar,291,1.051.663.210,7.032.232.418,L
Pressurized Oxidizers,65,1.293.742,7.030.520.479,L
Power Conduit,378,7.009,7.022.116.527,L
Broadsword,22,27,7.019.882.288,L
Chaotic Gamma Filament,193,746,7.019.865.542,L
Caldari Navy Heavy Assault Missile Launcher,23,46,7.011.504.547,L
Draclira's Modified Heavy Energy Neutralizer,1,1,7.004.666.539,L
Ahremen's Modified Large EMP Smartbomb,1,1,7.000.999.936,L
Capital Energy Neutralizer II,17,25,7.000.124.604,L
Standup Market Hub I Blueprint,1,1,7.000.000.000,L
CreoDron 'Yellowjacket' Drone Tuner D5-10T,1,1,7.000.000.000,L
Estamel's Modified EM Shield Hardener,1,1,7.000.000.000,L
Pilgrim,30,35,6.999.535.615,L
Exequror Navy Issue,157,277,6.997.499.496,L
True Sansha Capital Capacitor Booster,2,2,6.983.333.317,L
Fermionic Condensates,85,292.641,6.982.160.564,L
Centus X-Type Explosive Armor Hardener,21,25,6.981.466.507,L
Mordu NET Resonator,33,4.444,6.971.734.883,L
Zealot,44,51,6.969.118.182,L
Standup L-Set Drone and Fighter Manufacturing Efficiency I,1,1,6.960.000.000,L
Standup L-Set Ammunition Manufacturing Efficiency I,1,1,6.960.000.000,L
Orbital Skyhook,8,12,6.959.637.700,L
Tempest Blueprint,6,7,6.945.270.328,L
Quad 800mm Repeating Cannon II,19,27,6.938.311.023,L
Neural Boost - Standard,297,465,6.935.839.868,L
Agency 'Hardshell' TB9 Dose IV,113,206,6.922.742.857,L
Vepas' Modified Large Graviton Smartbomb,2,2,6.922.284.706,L
Medium Auxiliary Nano Pump II,137,178,6.898.656.551,L
Unstable Large Plasma Smartbomb Mutaplasmid,13,26,6.871.831.388,L
Mega Pulse Laser II,242,1.273,6.852.479.054,L
Caldari Navy Admiral Insignia I,64,3.498,6.850.649.458,L
High-grade Amulet Delta,24,27,6.848.075.282,L
Thunderchild Sponsored Security SKIN,5,6,6.843.526.182,L
Compressed White Glaze,103,71.690,6.842.054.632,L
Scorpion,29,33,6.838.303.428,L
Atavum,498,7.834,6.819.610.093,L
Torpedo Launcher II,339,1.846,6.812.564.934,L
ORE Mining Director Mindlink,11,12,6.809.985.759,L
Breacher Pod Rapid Firing,40,49,6.801.728.970,L
Chelm's Modified Explosive Energized Membrane,1,1,6.798.000.128,L
Core Temperature Regulator,124,1.786,6.794.023.091,L
Large Auxiliary Nano Pump II,30,35,6.791.986.466,L
Pashan's Turret Handling Mindlink,1,1,6.749.999.616,L
Vizan's Modified Capacitor Power Relay,1,1,6.746.737.536,L
Scorpion Blueprint,6,6,6.746.375.200,L
Ladar-FTL Interlink Communicator Blueprint,2,4,6.742.016.962,L
Cybernetic Subprocessor - Standard,310,465,6.731.431.571,L
Federation Navy Fleet Captain Insignia I,205,4.284,6.723.708.793,L
Fullerides,216,19.148.343,6.706.261.889,L
Ryhad's Modified Medium Energy Neutralizer,1,1,6.696.999.936,L
Basilisk State Police SKIN,21,22,6.687.670.840,L
Fullerite-C540,71,117.427,6.683.772.918,L
Prophecy Navy Issue,40,48,6.683.216.615,L
Basilisk Emergency Response Squad SKIN,1,1,6.670.666.667,L
High-grade Hydra Gamma,10,10,6.669.836.858,L
Corelum A-Type Multispectrum Energized Membrane,13,15,6.665.712.025,L
Technetium,83,1.437.916,6.656.389.007,L
Standup L-Set Missile Flight Processor I,2,2,6.636.999.936,L
Corpus X-Type Thermal Armor Hardener,35,39,6.631.726.857,L
Mid-grade Virtue Delta,27,31,6.624.869.839,L
Fleet Compression Logistics,21,23,6.620.075.492,L
Caldari Navy Warp Scrambler,88,116,6.610.722.806,L
Capital F-RX Compact Capacitor Booster,33,42,6.610.540.692,L
High-grade Amulet Gamma,21,25,6.610.413.200,L
R-O Trigger Neurolink Conduit,24,251,6.606.304.315,L
Caldari Navy Torpedo Launcher,22,44,6.589.280.413,L
Memory Augmentation - Standard,308,481,6.574.616.261,L
Navy Cap Booster 400,1.418,92.987,6.571.242.804,L
Unit W-634's Modified Sensor Booster,1,1,6.569.666.731,L
Genolution Core Augmentation CA-1,47,50,6.567.153.748,L
Viridian Mykoserocin,63,69.305,6.562.705.431,L
Unit P-343554's Modified Omnidirectional Tracking Link,3,3,6.549.333.248,L
Nonlinear Metamaterials,90,976.500,6.526.115.116,L
Gistum A-Type 10MN Afterburner,11,11,6.508.024.078,L
Nija's Modified Medium Capacitor Booster,2,2,6.503.267.744,L
CONCORD Dual Giga Beam Laser,4,7,6.498.083.601,L
Hyperion Blueprint,3,4,6.453.333.332,L
Raging Gamma Filament,244,974,6.444.246.343,L
Oneiros,30,38,6.437.638.663,L
Chelm's Modified Capacitor Power Relay,1,1,6.433.499.904,L
Ballistic Control System II,2.288,7.600,6.431.874.797,L
Federation Navy 10MN Afterburner,165,266,6.430.958.765,L
Vexor,326,472,6.429.360.815,L
Zirnitra Azdaja Extirpated SKIN,10,10,6.426.381.248,L
Zor's Custom Navigation Hyper-Link,72,82,6.424.876.588,L
Deluge Sponsored Security SKIN,8,8,6.389.616.507,L
Guidance Systems,207,103.206,6.387.870.199,L
Gistum A-Type Medium Shield Booster,15,16,6.364.105.761,L
ORE Reinforced Bulkheads,22,31,6.363.343.374,L
Tungsten Carbide,209,87.416.657,6.358.400.241,L
Dark Blood Warp Scrambler,32,35,6.343.989.737,L
U-C Trigger Neurolink Conduit,20,199,6.339.476.320,L
Garmur,63,80,6.336.180.838,L
Ahremen's Modified Power Diagnostic System,2,2,6.328.980.111,L
Liquid Ozone,794,52.516.796,6.328.908.227,L
Mid-grade Harvest Delta,9,10,6.328.055.152,L
Federation Navy Tracking Computer,39,53,6.320.230.861,L
Standup M-Set Moon Drilling Stability I,7,8,6.318.988.705,L
CONCORD Quad 3500mm Siege Artillery,3,6,6.310.998.842,L
High-grade Crystal Gamma,42,50,6.292.335.093,L
Exigent Medium Drone Firepower Mutaplasmid,57,218,6.268.422.484,L
Nanotransistors,184,2.816.727,6.256.166.446,L
Veles Heavy Entropic Disintegrator,68,80,6.250.609.333,L
CONCORD Capital Remote Shield Booster,10,11,6.245.333.955,L
Tornado Blueprint,8,11,6.232.689.592,L
Caldari Navy Iron Charge L,71,644.738,6.200.769.837,L
Zainou 'Beancounter' Reprocessing RX-804,38,50,6.198.822.011,L
Eagle,31,34,6.198.561.513,L
Extended Capsuleer Day XXII Cerebral Accelerator,43,45,6.190.298.773,L
Unstable Siege Module Mutaplasmid,3,3,6.189.111.067,L
Capital Micro Jump Drive Operation,20,23,6.185.879.647,L
Standup M-Set Moon Drilling Efficiency I,7,7,6.181.119.062,L
Phobos,25,27,6.177.593.524,L
Rook,27,35,6.162.083.357,L
Large Remote Repair Augmentor II,18,32,6.161.556.010,L
Compressed Clear Icicle,80,62.839,6.151.541.577,L
Women's 'Aeriform' Headwear (cyan),1,1,6.146.999.808,L
Hurricane,78,92,6.145.170.958,L
ORE Deep Core Mining Laser,8,12,6.125.260.067,L
Shipboard Compression Technology,30,38,6.122.681.109,L
Cataclysmic Dark Filament,116,326,6.118.676.988,L
Celadon Mykoserocin,56,59.961,6.117.761.564,L
Sefrim Gold Metallic - Limited,13,70,6.111.513.780,L
F-41 Entangled GQD,2,846,6.056.076.958,L
Caldari Navy Cruise Missile Launcher,48,129,6.035.665.899,L
Glorified Unstable Warp Disruptor Mutaplasmid,5,5,6.026.451.375,L
Daredevil,49,59,6.016.396.246,L
Single-crystal Superalloy I-beam,471,13.798,6.012.860.468,L
Caesium,88,1.573.734,6.010.179.015,L
Workforce Mecha-Tooling 2 Blueprint,5,5,6.000.000.000,L
Power Monitoring Division 3 Blueprint,4,4,6.000.000.000,L
Metenox Moon Drill Blueprint,1,1,6.000.000.000,L
Amber Mykoserocin,79,71.206,5.999.642.403,L
Molok Sanguinary Savant SKIN,1,1,5.998.000.128,L
Ryhad's Modified Heavy Pulse Laser,2,2,5.998.000.128,L
Men's 'Valkyrie' Flight Jacket,1,1,5.995.000.064,L
Machariel Heartsurge SKIN,1,1,5.984.687.680,L
Consortium Vorton Tuning system,2,2,5.982.370.395,L
Vagabond Republic Police SKIN,2,2,5.980.766.867,L
Talos Blueprint,7,8,5.974.809.859,L
Caldari Navy Warp Disruptor,78,101,5.974.013.191,L
1M Bounty SCC Encrypted Bond,102,2.841,5.961.135.482,L
Corpus A-Type Large Armor Repairer,9,10,5.955.118.944,L
Large Shield Extender II,2.259,8.090,5.954.486.973,L
Medium Capacitor Control Circuit II,515,914,5.953.662.795,L
Redeemer Fireblade Guerilla SKIN,1,1,5.951.333.261,L
Miasmos Quafe Ultra Edition,2,2,5.939.555.526,L
Shadow Serpentis Inertial Stabilizers,54,68,5.915.524.941,L
Counter-Subversion Sensor Array,56,65,5.915.177.062,L
Gistum B-Type 50MN Microwarpdrive,34,40,5.910.338.692,L
Capital Industrial Core II,13,13,5.907.321.523,L
True Sansha Stasis Webifier,41,49,5.904.027.791,L
Gallente Victory SKIN,1,1,5.900.000.256,L
Caracal,259,373,5.890.081.617,L
Genolution Core Augmentation CA-4,41,44,5.887.613.934,L
Repelling Shield Emitter,50,91.549,5.878.293.892,L
Corpum C-Type Medium Armor Repairer,42,49,5.861.559.176,L
ORE Gas Cloud Harvester,22,37,5.855.042.000,L
Glorified Unstable X-Large Ancillary Shield Booster Mutaplasmid,2,2,5.847.544.490,L
Titanium,90,4.151.754,5.832.163.168,L
Dark Blood Stasis Webifier,31,37,5.829.578.434,L
Potent Capsuleer Day XXII Glamourex Booster,48,54,5.818.559.491,L
